invID,resID
15380,538368
15380,538339
15380,542143
15380,538247
15380,538221
15380,537990
15380,539262
15380,540653
15380,544008
15380,540085
15380,542500
15380,540458
15380,542915
15380,542480
15380,541394
15380,539861
15380,538833
15380,541523
15380,542198
15380,543304
15380,538793
15380,543808
15380,541686
15380,540417
15380,541863
15385,545522
15385,539402
15385,539196
15385,544328
15385,544577
15385,539428
15385,539140
15385,538583
15385,541822
15385,542367
15385,541706
15385,544024
15388,554660
15388,539498
15388,539421
15388,538676
15388,554109
15388,559681
15388,556170
15388,548845
15388,557679
15388,539168
15388,537425
15388,547810
15388,538395
15388,541329
15388,540015
15388,541122
15388,542629
15388,540151
15388,538945
15388,539116
15388,542601
15388,539912
15388,539701
15388,538748
15388,540232
15388,541003
15388,538835
15388,543000
15388,538775
15388,541159
15399,556882
15399,540633
15399,539913
15399,555171
15399,539461
15399,538579
15399,538844
15399,541891
15401,539216
15401,538864
15401,539594
15401,539026
15401,538543
15401,541891
15445,540341
15445,540333
15445,542962
15445,542725
15445,543347
15445,542885
15445,543794
15445,542120
15445,543503
15445,541554
15445,541131
15445,542645
15445,540191
15445,543434
15445,544012
15445,543042
15445,542709
15445,542882
15445,542231
15445,542733
15445,540472
15445,544051
15445,542937
15445,543176
15445,541205
15445,542971
15445,543335
15445,541664
15445,538807
15445,543043
15445,540096
15445,542169
15445,543817
15445,542840
15445,539988
15445,538542
15445,538657
15456,554658
15456,556833
15456,546557
15456,538265
15456,538309
15456,544631
15456,539426
15456,543768
15456,537885
15456,537975
15456,540982
15456,538949
15456,543807
15456,539133
15456,542303
15456,544334
15456,538734
15456,544156
15456,540614
15456,542007
15456,540185
15456,538625
15456,541124
15456,556229
15456,538418
15456,539175
15456,550202
15456,538217
15456,546894
15456,551229
15456,544660
15456,538358
15456,546749
15456,537930
15456,538103
15456,538332
15456,542312
15456,544123
15456,538136
15456,542490
15456,537952
15456,538026
15456,537883
15456,543957
15456,537969
15456,539045
15456,544564
15456,544528
15456,539056
15456,541714
15456,544493
15456,540922
15456,538922
15456,542834
15456,542685
15456,539744
15456,543428
15456,542166
15456,540225
15456,538848
15456,540303
15456,543528
15457,538963
15457,538745
15460,547146
15460,540445
15460,538399
15460,544649
15460,546671
15460,539224
15460,544615
15460,538150
15460,544629
15460,546638
15460,538011
15460,544607
15460,544551
15460,544559
15460,544553
15460,540133
15460,541422
15460,539277
15460,546880
15460,537947
15460,537925
15460,542810
15460,544476
15460,544474
15460,544487
15460,544485
15460,544475
15460,542976
15460,546863
15460,544417
15460,541631
15460,544426
15460,544424
15460,544433
15460,544368
15460,541139
15460,544366
15460,542609
15460,538691
15460,541728
15460,538491
15460,538496
15460,539786
15460,540070
15460,540519
15460,542737
15460,544309
15460,543550
15460,544315
15460,544124
15460,544308
15460,542306
15460,541907
15460,540011
15460,543643
15460,543940
15460,544029
15460,560121
15460,556883
15460,555366
15460,544743
15460,556346
15460,539577
15460,554375
15460,544741
15460,538384
15460,545266
15460,538292
15460,539190
15460,544665
15460,544677
15460,544628
15460,542941
15460,544620
15460,542462
15460,546667
15460,538194
15460,546669
15460,538051
15460,544616
15460,537958
15460,543247
15460,542515
15460,544555
15460,537982
15460,544192
15460,538506
15460,542903
15460,543994
15460,542745
15460,537918
15460,543452
15460,543724
15460,544512
15460,540539
15460,539984
15460,541558
15460,543322
15460,543140
15460,543226
15460,542284
15460,543439
15460,544446
15460,539977
15460,538550
15460,539812
15460,543518
15460,541549
15460,542749
15460,542254
15461,541587
15461,538610
15461,538805
15461,539628
15463,543129
15463,539048
15463,543283
15463,539973
15463,540468
15463,544456
15463,538765
15463,539844
15463,543932
15463,546868
15463,540436
15463,542246
15463,544166
15463,542210
15463,544313
15463,544178
15463,540206
15463,543688
15463,539181
15463,538241
15463,538458
15463,538264
15463,538182
15463,539626
15463,539365
15463,540046
15463,544427
15463,543336
15463,542339
15463,541006
15463,544324
15463,539855
15463,540654
15463,541030
15466,539193
15466,539297
15466,538986
15466,542493
15466,538639
15466,544039
15468,539449
15468,539256
15468,543951
15468,538836
15468,550006
15468,537811
15468,554186
15468,544746
15468,550203
15468,548955
15468,546903
15468,544590
15468,539040
15468,543711
15468,538973
15468,543334
15468,544434
15468,544406
15468,542714
15468,539616
15468,538559
15468,546568
15468,546566
15468,538710
15468,542066
15468,542950
15525,560673
15525,550202
15525,539506
15525,538327
15525,539266
15525,538875
15525,539095
15525,543107
15525,538850
15525,556124
15525,538217
15525,538432
15525,546749
15525,546748
15525,542437
15525,542353
15525,538718
15525,538921
15525,540841
15525,543636
15525,544098
15525,539125
15525,540306
15525,543324
15525,541820
15543,556089
15543,539512
15543,539219
15543,539054
15543,537956
15543,539366
15543,538812
15543,538946
15543,540271
15543,542080
15543,542239
15543,543673
15543,541975
15543,548959
15543,546887
15543,553361
15543,546891
15543,538410
15543,542736
15543,539965
15543,541043
15543,541199
15543,542549
15543,539998
15543,543880
15543,537887
15543,544517
15543,542897
15543,539690
15543,543216
15543,538552
15543,541873
15543,542804
15543,541703
15543,542576
15543,541620
15543,542846
15548,560465
15548,539550
15548,559626
15548,546886
15548,539418
15548,538997
15548,538575
15548,538632
15548,540826
15548,540644
15548,541908
15548,538883
15548,544145
15548,541255
15548,538662
15548,541501
15548,542557
15548,540513
15553,540636
15553,538794
15553,541939
15553,554376
15553,555519
15553,544565
15553,539276
15553,542489
15553,544457
15553,543158
15553,540037
15553,541846
15553,538554
15553,538715
15553,540147
15553,543138
15553,543816
15609,541352
15609,541673
15609,540678
15616,539281
15616,555606
15616,559781
15616,550204
15616,549082
15621,554532
15622,560732
15622,560464
15622,547619
15622,539466
15622,537927
15622,542241
15622,539251
15622,538097
15622,543668
15622,542779
15622,538882
15622,542864
15622,541096
15622,543959
15622,541673
15622,543660
15622,538804
15622,540678
15622,555338
15622,546901
15622,538153
15622,541402
15622,541113
15622,540071
15622,542781
15622,540397
15622,540207
15622,542827
15623,542929
15623,543117
15623,543464
15623,543723
15623,540113
15623,543910
15623,546552
15623,546563
15623,546551
15623,542803
15625,559281
15625,539597
15625,539166
15625,538419
15625,539404
15625,541696
15625,539430
15625,539044
15625,539811
15625,538964
15625,538820
15625,539849
15625,543165
15625,542199
15625,544385
15625,541936
15625,541066
15625,538672
15625,543538
15625,538786
15625,541371
15625,538301
15625,544539
15625,543016
15625,543383
15625,541396
15625,540714
15625,542458
15625,541762
15625,539919
15625,539625
15625,542876
15625,541782
15625,544308
15625,542327
15625,540773
15630,560722
15630,544725
15630,539501
15630,538145
15630,538075
15630,539353
15630,537941
15630,542818
15630,537913
15630,538619
15630,542942
15631,539502
15631,541454
15631,539248
15631,538768
15631,538553
15631,538591
15631,542990
15631,542003
15631,540400
15631,541208
15631,541993
15631,543791
15631,541162
15631,543977
15633,545135
15633,538050
15633,538978
15633,539860
15633,538830
15633,538664
15633,539933
15633,541315
15633,540781
15633,539605
15633,543381
15636,539602
15636,545999
15636,539407
15636,544577
15636,539257
15636,539146
15636,543806
15636,544328
15636,539127
15636,543381
15636,541635
15639,540604
15639,543973
15639,542683
15639,542641
15641,556302
15641,547909
15641,556233
15641,549240
15641,539171
15641,539509
15641,538456
15641,544752
15641,538318
15641,538226
15641,546883
15641,544593
15641,539059
15641,538249
15641,539203
15641,544574
15641,541481
15641,544515
15641,538726
15641,538855
15641,542134
15641,542611
15641,543427
15641,539894
15641,544317
15641,540092
15641,540791
15641,538608
15641,542587
15641,544321
15641,544320
15641,542543
15641,541055
15641,541895
15641,542111
15641,540722
15641,544319
15641,541450
15641,542617
15641,540488
15641,556834
15641,539595
15641,539604
15641,544729
15641,551183
15641,550203
15641,545701
15641,546903
15641,539439
15641,539229
15641,538180
15641,537931
15641,541403
15641,537920
15641,540868
15641,540911
15641,540664
15641,542323
15641,541861
15641,543810
15641,543279
15641,539654
15641,539981
15641,538670
15641,541695
15645,541612
15645,544328
15645,539010
15645,544395
15645,538723
15645,542296
15654,539601
15654,544453
15654,542948
15654,544140
15654,541418
15654,541958
15654,556167
15654,539180
15654,538279
15654,539436
15654,543917
15654,539182
15654,539279
15654,539044
15654,539367
15654,538700
15654,538820
15654,542199
15654,540074
15654,540792
15654,543655
15654,539110
15654,541936
15654,543535
15654,542105
15654,543922
15654,541538
15654,538672
15654,540108
15654,543538
15654,541133
15654,538786
15654,541464
15654,541371
15654,542365
15663,543018
15663,538706
15663,554940
15663,550204
15663,546906
15681,554923
15681,539476
15681,539299
15681,538862
15681,539071
15681,538928
15681,538640
15681,541281
15681,543142
15693,539582
15693,539320
15693,539379
15693,540477
15693,541822
15693,538624
15704,538008
15704,540276
15704,540511
15704,540399
15704,542288
15720,554844
15720,547260
15720,539192
15720,539449
15720,539256
15720,539155
15720,543951
15720,539324
15720,538895
15720,560729
15720,546168
15720,544745
15720,548955
15720,544590
15720,543711
15720,538973
15720,543334
15720,544434
15720,543600
15720,544406
15720,542714
15720,539616
15720,538559
15720,546568
15720,546566
15720,538836
15720,543272
15720,540123
15720,538710
15720,542066
15720,542950
15755,548955
15755,539189
15755,538798
15755,541474
15755,548858
15755,560729
15755,547260
15755,546168
15755,548842
15755,543692
15755,539465
15755,546906
15755,539813
15755,544644
15755,539304
15755,542328
15755,544483
15755,544439
15755,544440
15755,544404
15755,542628
15755,538888
15755,541783
15755,541693
15755,538732
15755,543649
15755,544103
15755,538863
15755,542658
15755,541416
15755,543509
15755,538713
15755,542959
15755,539939
15755,544305
15755,538795
15755,540152
15755,538652
15755,542692
15755,540598
15755,544068
15755,542531
15755,541251
15762,543206
15762,540543
15762,544322
15762,538628
15762,539709
15765,557253
15770,539300
15770,538814
15770,560596
15770,539487
15770,544328
15770,544577
15770,539004
15770,538544
15770,543381
15770,538830
15770,538664
15770,541315
15783,554608
15783,538779
15783,543261
15831,539599
15831,538460
15831,543771
15831,538256
15831,538190
15831,539296
15831,538091
15831,546884
15831,540899
15831,540811
15831,544484
15831,538901
15831,548836
15831,537961
15831,537987
15831,541889
15831,540486
15831,541356
15831,540039
15831,540473
15831,542953
15831,544421
15831,543080
15831,543301
15831,539867
15831,540953
15831,539111
15831,538563
15831,544011
15871,555518
15871,541496
15871,540562
15871,539598
15871,538393
15871,538205
15871,539342
15871,538769
15871,541082
15871,538752
15871,539911
15871,542154
15871,539770
15871,538715
15871,541939
15872,539377
15872,538619
15872,538874
15873,555171
15873,539461
15873,539246
15873,539269
15873,538579
15873,538870
15873,543517
15873,541891
15875,539441
15875,544591
15875,537985
15875,540275
15875,544467
15875,544466
15875,544435
15875,540605
15875,543588
15875,539076
15875,540311
15875,539926
15875,544160
15875,541937
15875,541841
15875,541955
15875,541341
15875,540804
15875,544659
15875,540479
15875,544408
15875,544146
15875,542297
15875,538806
15877,550945
15877,538352
15877,538064
15877,539945
15877,539420
15877,541191
15877,543537
15877,538620
15877,538669
15877,540842
15877,539538
15877,541227
15877,539893
15878,548603
15878,548606
15878,539548
15878,555622
15878,547126
15878,538453
15878,544655
15878,539223
15878,546195
15878,541058
15878,538248
15878,538257
15878,538142
15878,542998
15878,539356
15878,544534
15878,544189
15878,542050
15878,544172
15878,541301
15878,540326
15878,543809
15878,540590
15878,538557
15878,539949
15878,543749
15878,544438
15878,541618
15878,542542
15878,539131
15878,540808
15878,542548
15878,543648
15878,541931
15878,548870
15878,538020
15878,548838
15878,544688
15878,539165
15878,539182
15878,546878
15878,540113
15878,543910
15878,544414
15878,539659
15878,538831
15878,540061
15878,543440
15878,538802
15878,540218
15904,539772
15904,539021
15904,543787
15904,538594
15904,538729
15904,541233
15904,538859
15904,538799
15904,539741
15905,548858
15905,544745
15905,539176
15905,538358
15905,539208
15905,538345
15905,545673
15905,539327
15905,545665
15905,544521
15905,539032
15905,542051
15905,541052
15905,544393
15905,544417
15905,542181
15905,543388
15905,544411
15905,544441
15905,539077
15905,540239
15905,544369
15905,543497
15905,543573
15905,540741
15905,542724
15905,542168
15905,542125
15905,540942
15905,542309
15905,542657
15905,560674
15905,548605
15905,555524
15905,555573
15905,547261
15905,546168
15905,539556
15905,551176
15905,550204
15905,544679
15905,548382
15905,547078
15905,548955
15905,539189
15905,538269
15905,544644
15905,544612
15905,544618
15905,538222
15905,538115
15905,539999
15905,538146
15905,544549
15905,544553
15905,539049
15905,541676
15905,541749
15905,540244
15905,540569
15905,538825
15905,540504
15905,543643
15905,543940
15905,541549
15905,544029
15905,542749
15905,542254
15939,544147
15939,542184
15939,539137
15939,540576
15939,541689
15939,544081
15939,545585
15939,544657
15939,538206
15939,542798
15939,538000
15939,537904
15939,542507
15939,543320
15939,542193
15939,542801
15939,542290
15939,542265
15939,543841
15939,539902
15939,543025
15939,543234
15939,539780
15939,539866
15939,543763
15939,542638
15939,540621
15939,543094
15939,542560
15939,543888
15959,539198
15959,539460
15959,544577
15959,539254
15959,538942
15959,538623
15959,540969
15959,538712
15959,545999
15959,544328
15959,542873
15959,541706
15962,538151
15962,543769
15962,543871
15962,541113
15962,542127
15962,542781
15962,542394
15962,543651
15962,538687
15962,541444
15962,542148
15962,538671
15962,539921
15962,538853
15962,542578
15966,560711
15966,538441
15966,538328
15966,544149
15966,543758
15966,538805
15966,539628
15989,552224
15989,554660
15989,559681
15989,556170
15989,557679
15989,539168
15989,539498
15989,552187
15989,547810
15989,544724
15989,538209
15989,543792
15989,539421
15989,540325
15989,540924
15989,543728
15989,538945
15989,540489
15989,542601
15989,542907
15989,539912
15989,539701
15989,539689
15989,543510
15989,541926
15989,538655
15989,540501
15989,542573
15989,543000
15989,541349
15989,554109
15989,549206
15989,548597
15989,537425
15989,538379
15989,546909
15989,546892
15989,544040
15989,542681
15989,541329
15989,540015
15989,541340
15989,539116
15989,541908
15989,538835
15989,538676
15989,538854
16012,539581
16012,539301
16012,539017
16012,538631
16012,555606
16012,549082
16012,540199
16012,538805
16012,539628
16019,560652
16019,541472
16019,541836
16029,539067
16029,538705
16029,538824
16029,538851
16029,542819
16044,539174
16044,545276
16044,538531
16044,540930
16044,539331
16044,539309
16044,540974
16044,542495
16044,544194
16044,546877
16044,540894
16044,538998
16044,541451
16044,538944
16044,539638
16044,538587
16044,541850
16044,543594
16044,539980
16044,543003
16044,542271
16044,542936
16044,542078
16044,539515
16044,538485
16044,541910
16044,540646
16044,540267
16044,543433
16044,543499
16044,542860
16044,542371
16044,542558
16044,543901
16044,542223
16044,542216
16044,540660
16044,542000
16044,540153
16044,540178
16044,541681
16044,543340
16044,539974
16044,544326
16044,542256
16044,539979
16044,541408
16044,542251
16044,542087
16044,543239
16044,538665
16044,539635
16044,540159
16044,544005
16044,541952
16044,540404
16044,543652
16044,541574
16044,542322
16044,542846
16053,551898
16053,560327
16053,539533
16053,557693
16053,540245
16053,557283
16053,544678
16053,547915
16053,554902
16053,550489
16053,538404
16053,538473
16053,538382
16053,546874
16053,538246
16053,538260
16053,544595
16053,538199
16053,541742
16053,538244
16053,538214
16053,538219
16053,538067
16053,538104
16053,539335
16053,543859
16053,538059
16053,541529
16053,541615
16053,544169
16053,537989
16053,537942
16053,537891
16053,537910
16053,537889
16053,537907
16053,537921
16053,537914
16053,541184
16053,541824
16053,542448
16053,540274
16053,541505
16053,540601
16053,541201
16053,539991
16053,539142
16053,542961
16053,541317
16053,541242
16053,542661
16053,540962
16053,542096
16053,541746
16053,543375
16053,542454
16053,541606
16053,540086
16053,539103
16053,538647
16053,540878
16053,540032
16053,543409
16053,542133
16053,542095
16053,543074
16053,543072
16053,538843
16053,541157
16053,539688
16053,542644
16053,538827
16053,543874
16053,543965
16053,540248
